,name,rounds,scoring_avg,avg_drive,fwy%,gir%,sg_putt,sg_t2g,sg_tot,top_10,wins,year,money,points
244,David Toms,70.0,70.317,282.2,65.58,65.2,-0.193,0.741,0.548,1,0,2008,799114,2520
245,Davis Love III,78.0,70.297,301.3,58.22,64.74,-0.1,0.764,0.664,3,1,2008,1695237,1512
246,Dean Wilson,109.0,70.712,276.2,61.7,65.61,0.579,-0.238,0.341,3,0,2008,1350002,11372
247,Doug LaBelle II,65.0,71.105,281.6,68.06,64.66,0.407,-0.697,-0.29,1,0,2008,338132,1102
248,Dudley Hart,74.0,70.587,275.5,61.18,66.11,0.652,-0.119,0.532,6,0,2008,2218817,18620
249,Dustin Johnson,92.0,71.223,309.7,53.05,63.71,-0.319,0.038,-0.28,3,1,2008,1789895,2679
250,Eric Axley,113.0,71.316,287.7,56.39,61.16,0.605,-0.989,-0.384,3,0,2008,899215,10218
251,Ernie Els,51.0,69.898,291.6,56.88,61.33,-0.509,1.12,0.611,5,1,2008,2537290,18723
252,Frank Lickliter II,107.0,71.263,284.1,64.99,63.97,-0.018,-0.289,-0.307,0,0,2008,548113,6192
253,Fred Couples,60.0,70.758,299.6,57.49,65.46,0.043,0.718,0.762,3,0,2008,949281,3837
254,Freddie Jacobson,78.0,70.3,282.7,59.95,61.82,0.455,0.134,0.589,3,0,2008,1597423,11166
255,Gavin Coles,54.0,70.744,271.5,71.99,67.15,0.217,0.111,0.328,1,0,2008,455003,1699
256,Geoff Ogilvy,65.0,70.253,292.1,58.18,61.89,0.125,0.684,0.81,6,1,2008,2880099,15304
257,George McNeill,97.0,70.785,295.0,59.42,68.44,-0.076,0.463,0.387,3,0,2008,1361532,5693
258,Glen Day,64.0,70.623,274.9,69.02,64.37,0.051,0.293,0.344,1,0,2008,435263,4123
259,Greg Kraft,63.0,71.265,273.6,68.71,59.49,0.501,-0.815,-0.314,3,1,2008,1204559,3319
260,Harrison Frazar,73.0,71.606,299.9,60.11,70.34,-0.912,0.368,-0.545,1,0,2008,444059,1043
261,Heath Slocum,104.0,70.638,279.9,73.95,66.77,-0.442,0.719,0.277,5,0,2008,1491916,10429
262,Hunter Mahan,87.0,70.171,289.9,66.02,69.61,0.341,0.665,1.006,5,0,2008,2208855,18312
263,Ian Poulter,51.0,70.269,283.6,59.77,59.75,0.518,-0.138,0.38,1,0,2008,1488214,5073
264,J.B. Holmes,86.0,70.596,310.3,52.4,62.94,-0.05,0.574,0.524,3,1,2008,2166131,12500
265,J.J. Henry,108.0,70.978,291.7,65.6,69.19,0.089,0.009,0.098,2,0,2008,931162,6485
266,J.P. Hayes,67.0,71.875,284.2,63.24,61.03,-0.062,-0.826,-0.889,1,0,2008,312152,1275
267,James Driscoll,85.0,71.6,295.0,53.51,65.05,0.215,-0.453,-0.238,1,0,2008,708549,2457
268,Jason Allred,63.0,72.357,298.6,55.05,62.67,-0.357,-0.78,-1.137,0,0,2008,100596,286
269,Jason Day,81.0,71.176,297.4,60.39,65.5,0.214,-0.297,-0.083,2,0,2008,767393,6726
270,Jason Gore,94.0,71.174,299.7,67.71,67.02,0.004,0.06,0.064,3,0,2008,779664,2258
271,Jay Williamson,96.0,71.363,284.4,69.73,66.73,-0.466,0.108,-0.358,1,0,2008,758862,9974
272,Jeff Gove,50.0,71.457,286.4,72.43,67.87,-0.555,0.413,-0.142,1,0,2008,290410,1308
273,Jeff Maggert,86.0,71.218,285.9,66.89,66.34,-0.177,-0.082,-0.26,0,0,2008,444484,1287
274,Jeff Overton,103.0,70.954,297.6,54.31,64.14,0.189,0.058,0.247,3,0,2008,890489,6050
275,Jeff Quinney,87.0,70.788,272.5,61.98,61.81,0.654,-0.239,0.415,3,0,2008,1999371,7329
276,Jerry Kelly,89.0,70.941,277.0,66.21,63.36,0.045,0.155,0.2,4,0,2008,1652400,11185
277,Jesper Parnevik,88.0,70.923,287.6,60.85,60.85,0.561,-0.381,0.18,0,0,2008,635819,6472
278,Jim Furyk,95.0,69.694,280.4,69.37,66.78,0.405,0.881,1.287,9,0,2008,3455714,24868
279,Jim McGovern,75.0,71.66,280.0,63.65,65.46,-0.369,-0.586,-0.955,0,0,2008,136088,488
280,Jimmy Walker,73.0,71.421,295.4,52.82,63.08,0.08,-0.556,-0.476,0,0,2008,282249,703
281,Jin Park,85.0,71.926,274.4,68.79,62.84,0.014,-0.866,-0.852,0,0,2008,227102,1047
282,Joe Durant,92.0,71.267,286.5,73.05,71.1,-0.978,0.665,-0.314,2,0,2008,802568,2264
283,Joe Ogilvie,100.0,70.865,287.7,65.2,64.12,0.446,-0.289,0.157,4,0,2008,1035831,3094
284,John Huston,56.0,70.807,291.5,65.88,70.3,0.189,0.457,0.646,1,0,2008,496876,1488
285,John Mallinger,95.0,70.479,279.0,69.39,60.82,0.312,0.064,0.376,4,0,2008,1201433,10136
286,John Merrick,98.0,70.546,299.0,65.23,67.72,-0.418,0.399,-0.019,4,0,2008,1312005,11344
287,John Riegger,73.0,71.16,290.1,69.09,69.49,-0.423,0.409,-0.014,0,0,2008,289501,993
288,John Rollins,94.0,71.057,288.9,67.94,63.48,0.105,0.199,0.303,2,0,2008,1016032,6274
289,John Senden,93.0,70.424,288.8,68.2,69.08,-0.313,0.899,0.586,3,0,2008,1269083,11731
290,Johnson Wagner,83.0,71.153,283.2,61.02,61.6,0.141,-0.163,-0.022,1,1,2008,1431001,10446
291,Jon Mills,95.0,71.552,293.2,58.38,65.71,-0.287,-0.269,-0.556,0,0,2008,489510,1964
292,Jonathan Byrd,88.0,71.028,285.3,67.31,63.01,0.006,0.281,0.287,2,0,2008,1039584,10500
293,Justin Bolli,87.0,72.11,284.1,65.74,66.88,-0.372,-0.456,-0.828,1,0,2008,458022,5979
294,Justin Leonard,101.0,69.772,281.4,67.72,66.61,0.463,0.675,1.138,8,1,2008,3943542,25997
295,K.J. Choi,74.0,70.259,286.1,61.38,65.48,0.491,0.394,0.885,5,1,2008,2683442,21889
296,Ken Duke,116.0,70.38,284.9,62.27,64.8,0.467,0.13,0.597,5,0,2008,2238885,16886
297,Kenneth Ferrie,72.0,71.708,284.8,68.13,64.84,-0.174,-0.507,-0.681,0,0,2008,288772,1000
298,Kenny Perry,97.0,69.826,296.0,61.97,67.47,0.082,0.995,1.076,7,3,2008,4663794,29468
299,Kent Jones,68.0,71.32,282.9,71.81,69.71,-0.042,0.069,0.027,0,0,2008,304432,957
300,Kevin Na,97.0,70.817,280.9,67.8,63.57,0.005,0.356,0.361,3,0,2008,1041059,6336
301,Kevin Stadler,90.0,71.255,291.2,62.01,65.11,-0.255,-0.092,-0.347,1,0,2008,598945,1622
302,Kevin Streelman,114.0,70.615,292.8,62.21,67.44,-0.081,0.427,0.346,4,0,2008,1352705,12048
303,Kevin Sutherland,98.0,70.067,291.0,61.93,68.2,0.343,0.75,1.092,6,0,2008,2581311,19242
304,Kyle Thompson,70.0,72.57,285.7,62.44,62.41,-0.33,-1.197,-1.527,0,0,2008,154447,461
305,Lee Janzen,89.0,71.429,283.9,62.91,64.39,0.094,-0.384,-0.291,1,0,2008,500155,3846
306,Lucas Glover,91.0,70.544,298.4,61.54,65.38,-0.104,0.535,0.431,2,0,2008,998491,10781
307,Marc Turnesa,87.0,71.165,285.1,65.31,63.45,0.789,-0.606,0.183,2,1,2008,1329920,1174
308,Marco Dawson,64.0,71.29,286.1,60.1,60.91,-0.042,-0.365,-0.407,2,0,2008,439964,1622
309,Mark Calcavecchia,67.0,71.285,283.1,65.44,64.39,-0.53,0.597,0.067,2,0,2008,784810,3304
310,Mark Hensby,71.0,72.032,289.4,58.32,64.08,0.022,-0.542,-0.52,1,0,2008,480483,1261
311,Mark Wilson,107.0,70.366,284.6,70.73,66.93,0.455,0.156,0.61,5,0,2008,1578337,10913
312,Martin Laird,98.0,71.115,296.6,62.25,67.03,0.019,0.166,0.185,3,0,2008,852752,9986
313,Mathew Goggin,91.0,70.391,295.9,64.91,67.58,0.122,0.704,0.826,5,0,2008,1969962,10734
314,Mathias GrÃ¶nberg,87.0,71.644,295.2,62.77,62.78,-0.031,-0.443,-0.475,0,0,2008,245281,715
315,Matt Jones,95.0,71.265,293.9,54.5,62.15,0.031,-0.363,-0.332,2,0,2008,775899,3273
316,Matt Kuchar,88.0,70.5,275.0,65.53,63.89,0.175,0.379,0.554,5,0,2008,1447638,4084
317,Michael Allen,91.0,70.864,286.8,69.45,66.67,-0.002,0.455,0.454,3,0,2008,981263,6583
318,Michael Letzig,88.0,70.792,291.1,64.44,63.29,-0.082,0.467,0.385,5,0,2008,1166977,3879
319,Mike Weir,88.0,70.144,284.8,62.46,64.62,0.169,0.758,0.926,8,0,2008,3020135,23033
320,Nathan Green,95.0,71.133,283.7,59.5,59.82,0.539,-0.544,-0.006,1,0,2008,912867,3698
321,Nicholas Thompson,113.0,71.039,295.4,66.85,63.14,-0.413,0.295,-0.118,6,0,2008,1869329,11302
322,Nick Flanagan,89.0,71.789,291.8,62.66,63.99,-0.291,-0.505,-0.796,1,0,2008,379036,1316
323,Nick O'Hern,82.0,70.283,274.9,72.27,64.38,0.348,0.536,0.884,4,0,2008,1370771,6671
324,Nick Watney,96.0,70.789,302.9,61.21,68.23,-0.066,0.518,0.452,1,0,2008,878173,5144
325,Olin Browne,77.0,71.584,272.1,80.42,65.63,-0.422,-0.386,-0.807,0,0,2008,167029,515
326,Omar Uresti,74.0,71.266,274.9,74.85,65.16,-0.52,0.416,-0.104,0,0,2008,346285,1154
327,Padraig Harrington,52.0,69.277,296.3,59.37,60.67,-0.054,0.959,0.905,6,2,2008,4313551,17668
328,Parker McLachlin,88.0,70.752,286.2,58.84,62.5,0.445,-0.084,0.361,3,1,2008,1311839,5502
329,Pat Perez,93.0,70.08,294.2,63.27,66.91,0.208,0.856,1.064,6,0,2008,1756038,7611
330,Patrick Sheehan,124.0,70.891,284.1,66.48,64.8,0.395,-0.375,0.02,2,0,2008,805897,4936
331,Paul Casey,55.0,70.308,299.2,62.43,65.71,-0.299,0.595,0.296,4,0,2008,1156414,7259
332,Paul Claxton,63.0,72.1,275.4,70.96,65.01,-0.082,-0.972,-1.054,0,0,2008,116678,420
333,Paul Goydos,78.0,71.201,273.2,70.85,62.96,0.014,-0.195,-0.181,3,0,2008,1640737,6665
334,Peter Lonard,92.0,70.776,281.6,65.91,64.9,-0.027,0.141,0.114,3,0,2008,1462894,7343
335,Phil Mickelson,80.0,69.167,295.7,55.27,65.81,0.214,1.604,1.818,8,2,2008,5188875,31192
336,Retief Goosen,59.0,70.272,287.1,56.79,59.39,-0.121,0.476,0.355,2,0,2008,1431965,5372
337,Rich Beem,90.0,71.23,287.7,66.93,66.48,-0.169,0.235,0.066,1,0,2008,730001,4945
338,Richard Johnson,77.0,71.908,282.2,53.74,58.44,0.383,-1.124,-0.624,1,1,2008,200210,544
339,Robert Allenby,108.0,69.728,291.7,65.64,70.4,-0.139,1.546,1.407,9,0,2008,3606700,20205
340,Robert Gamez,79.0,71.609,281.6,73.36,66.02,-0.904,0.122,-0.783,0,0,2008,249944,749
341,Robert Garrigus,90.0,70.898,311.0,56.23,68.02,-0.149,0.359,0.21,2,0,2008,756732,1468
342,Rocco Mediate,87.0,70.778,278.6,64.66,62.58,-0.264,0.287,0.023,2,0,2008,1420875,7251
343,Rod Pampling,83.0,70.812,288.0,65.65,63.61,-0.305,0.53,0.225,5,0,2008,1702952,6856
344,Ron Whittaker,54.0,71.918,276.7,72.07,65.51,-0.272,-0.475,-0.747,0,0,2008,59977,140
345,Rory Sabbatini,77.0,70.626,292.0,61.99,66.08,-0.119,0.524,0.405,3,0,2008,1559277,10035
346,Ryan Armour,87.0,71.807,286.4,69.88,65.6,0.02,-0.799,-0.78,0,0,2008,354508,1427
347,Ryan Moore,72.0,71.249,292.7,65.74,61.73,0.21,-0.271,-0.061,3,0,2008,1214900,6651
348,Ryan Palmer,69.0,70.616,294.2,62.94,66.75,0.43,0.28,0.709,3,1,2008,1453183,6381
349,Ryuji Imada,80.0,70.557,278.6,59.64,61.39,0.469,0.175,0.644,5,1,2008,3029363,18856
350,Scott McCarron,63.0,71.309,283.1,69.2,64.81,0.177,-0.261,-0.084,2,0,2008,952070,6538
351,Scott Sterling,89.0,71.07,284.1,66.0,67.87,-0.102,0.086,-0.016,2,0,2008,624822,1467
352,Scott Verplank,82.0,70.396,278.6,73.57,65.09,-0.281,0.901,0.619,3,0,2008,1359620,10779
353,Sean O'Hair,81.0,70.323,291.1,60.44,64.47,-0.214,0.624,0.411,3,1,2008,2089857,9029
354,Sergio Garcia,72.0,69.117,294.6,59.39,67.06,-0.077,1.625,1.548,6,1,2008,4858224,31726
355,Shane Bertsch,96.0,70.749,274.3,70.54,64.06,0.137,-0.016,0.121,1,0,2008,841248,3153
356,Shigeki Maruyama,50.0,71.455,274.0,57.14,60.0,0.214,-0.513,-0.299,0,0,2008,160175,721
357,Stephen Ames,83.0,69.988,283.8,62.72,65.04,0.303,0.736,1.039,7,0,2008,2285707,12853
358,Stephen Leaney,53.0,71.889,272.7,66.91,62.02,0.304,-0.812,-0.508,0,0,2008,157963,678
359,Steve Allan,58.0,71.46,303.2,58.25,66.44,0.164,-0.939,-0.776,4,0,2008,743970,595
360,Steve Elkington,84.0,70.447,282.0,70.43,67.0,0.415,0.263,0.678,3,0,2008,1291114,6744
361,Steve Flesch,95.0,70.975,281.9,60.98,64.62,-0.097,0.09,-0.007,2,0,2008,1265059,6821
362,Steve Lowery,74.0,71.558,287.0,59.92,59.38,0.096,-0.603,-0.508,2,1,2008,1524275,6164
363,Steve Marino,119.0,70.071,293.5,63.84,68.36,0.155,0.611,0.767,6,0,2008,2094267,12160
364,Steve Stricker,75.0,69.976,283.6,56.25,63.81,0.411,0.497,0.908,6,0,2008,2438304,19163
365,Stewart Cink,87.0,70.019,296.9,55.27,66.94,0.521,0.604,1.125,7,1,2008,3979301,23908
366,Stuart Appleby,87.0,69.726,290.9,58.19,61.9,0.427,0.648,1.075,7,0,2008,2484630,18977
367,Tag Ridings,88.0,71.316,303.0,58.08,63.95,-0.04,-0.061,-0.101,2,0,2008,568494,1679
368,Ted Purdy,68.0,71.614,292.8,61.14,66.85,-0.558,-0.032,-0.59,1,0,2008,248207,962
369,Tim Clark,90.0,70.311,281.1,64.98,63.61,0.076,0.565,0.641,3,0,2008,1722030,15649
370,Tim Herron,97.0,70.579,293.0,61.1,62.25,0.407,-0.083,0.324,3,0,2008,1164999,10663
371,Tim Petrovic,97.0,70.987,284.0,66.53,63.17,0.156,-0.078,0.077,3,0,2008,958577,6790
372,Tim Wilkinson,95.0,70.997,279.8,66.72,65.39,0.174,0.06,0.234,3,0,2008,1167607,3086
373,Todd Demsey,80.0,71.615,292.9,65.38,65.31,-0.032,-0.524,-0.556,0,0,2008,217417,551
374,Todd Hamilton,92.0,71.077,284.0,66.87,62.98,0.309,-0.187,0.123,0,0,2008,537958,1648
375,Tom Lehman,51.0,70.791,282.0,64.53,62.13,-0.19,0.643,0.453,2,0,2008,676651,2420
376,Tom Pernice Jr.,104.0,70.298,280.6,63.99,64.1,0.248,0.309,0.557,6,0,2008,1336277,7069
377,Tom Scherrer,56.0,71.985,287.7,63.36,65.78,-0.077,-0.639,-0.716,1,0,2008,288391,267
378,Tommy Armour III,77.0,70.856,287.7,63.35,66.51,0.018,-0.142,-0.124,5,0,2008,1501256,10382
379,Tommy Gainey,60.0,72.033,298.3,59.53,67.09,-0.919,-0.482,-1.401,1,0,2008,562205,119
380,Trevor Immelman,70.0,70.519,291.3,62.45,63.07,-0.675,0.67,-0.006,3,1,2008,2566199,18861
381,Troy Matteson,94.0,71.29,295.2,61.36,67.38,-0.152,0.085,-0.067,5,0,2008,1212018,3524
382,Vaughn Taylor,103.0,70.668,288.0,62.4,65.48,0.303,-0.009,0.294,2,0,2008,1053423,2901
383,Vijay Singh,82.0,69.58,297.8,59.45,68.45,-0.407,1.875,1.467,8,3,2008,6601094,41635
384,Will MacKenzie,62.0,71.859,286.0,62.6,64.7,-0.49,-0.177,-0.667,2,1,2008,911194,1289
385,Woody Austin,109.0,70.874,285.3,66.19,68.15,0.003,0.628,0.631,6,0,2008,2146431,11067
386,Y.E. Yang,89.0,71.476,286.9,63.43,65.96,-0.097,-0.299,-0.397,1,0,2008,461726,1701
387,Zach Johnson,85.0,70.597,275.1,73.73,67.59,0.039,0.572,0.611,3,1,2008,1615123,2968
388,Ã?ngel Cabrera,55.0,71.083,300.2,51.11,62.64,-0.26,0.223,-0.037,1,0,2008,868182,10088
389,Aaron Baddeley,66.0,71.153,287.8,56.48,59.57,0.604,-0.755,-0.151,2,0,2009,837065,431
390,Adam Scott,53.0,71.72,294.9,58.77,62.82,-0.881,0.22,-0.66,1,0,2009,783138,432
391,Alex Cejka,82.0,70.98,281.2,69.8,66.52,-0.322,0.555,0.233,3,0,2009,953664,416
392,Andres Romero,58.0,71.462,298.5,51.62,64.91,-0.044,-0.247,-0.291,2,0,2009,789305,329
393,Anthony Kim,76.0,70.507,299.0,53.65,62.69,0.245,0.235,0.479,3,0,2009,1972155,1420
394,Aron Price,89.0,71.329,279.6,63.82,65.71,0.109,-0.676,-0.567,1,0,2009,487454,317
395,Bart Bryant,58.0,71.177,274.6,71.9,62.76,-0.142,-0.365,-0.507,1,0,2009,326590,227
396,Ben Crane,93.0,70.376,285.0,67.75,64.87,0.431,0.344,0.775,4,0,2009,1667085,996
397,Ben Curtis,63.0,70.978,279.5,64.75,64.25,0.766,-0.515,0.251,1,0,2009,799524,491
398,Bill Haas,91.0,70.53,298.3,62.81,67.37,0.036,0.42,0.455,4,0,2009,1425418,1362
399,Bill Lunde,83.0,70.623,292.4,64.0,67.01,0.0,0.157,0.158,2,0,2009,825691,444
400,Billy Mayfair,83.0,71.952,284.2,70.01,66.33,-0.91,0.02,-0.89,1,0,2009,392068,225
401,Bo Van Pelt,100.0,70.357,292.5,65.62,66.73,0.275,0.426,0.701,5,1,2009,1945307,1195
402,Bob Estes,78.0,70.568,282.6,67.99,64.25,0.313,0.215,0.528,2,0,2009,1079929,824
403,Bob Heintz,59.0,71.07,283.5,66.01,64.65,0.601,-0.581,0.02,1,0,2009,312699,144
404,Boo Weekley,79.0,70.427,291.7,68.37,66.81,-0.528,1.033,0.505,1,0,2009,1107448,802
405,Brad Adamonis,70.0,71.574,289.0,57.04,62.99,0.066,-0.537,-0.471,1,0,2009,333971,253
406,Brandt Snedeker,81.0,70.474,277.3,69.95,63.92,0.761,0.063,0.823,5,0,2009,1483557,1435
407,Brendon Todd,53.0,72.758,276.2,62.03,61.44,-0.051,-1.447,-1.498,0,0,2009,203841,154
408,Brendon de Jonge,90.0,71.225,290.3,61.86,66.67,-0.217,-0.019,-0.236,2,0,2009,536696,315
409,Brett Quigley,92.0,70.833,287.5,58.92,66.01,-0.193,0.306,0.113,3,0,2009,1412780,812
410,Brian Davis,103.0,70.688,283.3,66.91,64.65,0.001,0.295,0.297,4,0,2009,1874318,1045
411,Brian Gay,96.0,70.4,268.5,72.24,62.44,0.726,-0.095,0.632,4,2,2009,3201295,573
412,Brian Vranesh,51.0,71.782,288.2,63.51,63.83,-0.109,-0.752,-0.861,1,0,2009,198567,111
413,Briny Baird,89.0,70.641,282.1,67.15,68.95,-0.337,0.666,0.329,3,0,2009,1186982,733
414,Bryce Molder,69.0,70.208,283.1,66.0,67.12,0.747,-0.214,0.533,3,0,2009,1381211,894
415,Bubba Watson,73.0,70.61,311.4,53.05,64.23,0.08,0.469,0.548,2,0,2009,1430244,1140
416,Cameron Beckman,87.0,70.868,287.0,62.2,65.53,-0.009,0.018,0.009,2,0,2009,726705,521
417,Camilo Villegas,76.0,70.29,293.0,61.31,66.67,-0.203,1.028,0.825,4,0,2009,1804981,1336
418,Carl Pettersson,86.0,71.544,288.6,57.55,62.53,0.321,-0.893,-0.572,1,0,2009,564605,258
419,Casey Wittenberg,71.0,71.52,285.0,64.69,67.64,-0.431,-0.03,-0.461,1,0,2009,376076,211
420,Chad Campbell,90.0,70.43,291.0,63.5,69.19,0.03,0.572,0.602,3,0,2009,1725237,1043
421,Charles Howell III,99.0,70.459,292.7,58.87,67.09,-0.03,0.631,0.601,3,0,2009,1804460,1202
422,Charles Warren,63.0,71.097,298.5,63.9,68.52,-0.286,0.453,0.167,0,0,2009,475726,330
423,Charley Hoffman,97.0,70.438,300.8,57.59,66.78,0.096,0.513,0.609,4,0,2009,1894925,1393
424,Charlie Wi,92.0,70.657,284.9,66.9,64.73,0.488,-0.16,0.329,3,0,2009,1375096,1101
425,Chez Reavie,81.0,71.361,279.6,70.19,65.95,-0.195,-0.047,-0.241,1,0,2009,477766,240
426,Chris DiMarco,97.0,70.688,279.5,66.8,64.58,-0.116,0.254,0.138,0,0,2009,584075,391
427,Chris Riley,77.0,70.535,278.5,71.49,64.79,0.346,0.14,0.486,1,0,2009,630417,489
428,Chris Stroud,88.0,70.748,290.7,63.73,68.72,-0.092,0.098,0.007,2,0,2009,735019,379
429,Cliff Kresge,78.0,70.961,280.5,65.33,63.81,0.033,-0.04,-0.007,1,0,2009,464401,319
430,Colt Knost,71.0,71.67,279.6,69.83,66.23,0.076,-0.877,-0.801,0,0,2009,180754,127
431,Corey Pavin,73.0,70.84,259.0,70.95,62.99,0.429,-0.478,-0.049,0,0,2009,474526,334
432,D.A. Points,99.0,70.931,281.3,68.36,66.25,0.003,0.295,0.298,4,0,2009,1320021,808
433,D.J. Trahan,96.0,70.877,289.2,67.19,70.37,-0.419,0.643,0.224,3,0,2009,1078256,549
434,Daniel Chopra,89.0,71.372,297.1,57.37,63.11,0.302,-0.319,-0.017,2,0,2009,814331,549
435,Darron Stiles,52.0,71.853,279.8,71.3,65.63,-0.655,0.187,-0.467,1,0,2009,199385,169
436,David Duval,56.0,72.303,292.7,50.9,60.91,-0.126,-1.602,-1.728,1,0,2009,623824,274
437,David Mathis,82.0,71.304,280.8,62.37,63.08,0.349,-0.666,-0.317,0,0,2009,364959,377
438,David Toms,98.0,69.73,284.2,73.26,68.32,0.093,1.057,1.15,7,0,2009,3047198,608
439,Davis Love III,89.0,70.55,299.9,58.97,66.92,-0.274,0.758,0.485,2,0,2009,1622401,1166
440,Dean Wilson,81.0,71.117,270.3,64.33,65.01,0.351,-0.331,0.02,0,0,2009,442600,291
441,Derek Fathauer,63.0,72.439,286.4,56.62,60.33,-0.345,-1.085,-1.43,0,0,2009,125305,83
442,Dustin Johnson,85.0,70.414,308.3,55.4,66.07,0.031,0.822,0.853,5,1,2009,2977901,700
443,Eric Axley,71.0,73.114,282.8,50.97,57.3,0.341,-2.498,-2.157,0,0,2009,83152,70
444,Ernie Els,70.0,70.212,291.2,64.87,66.08,-0.394,1.315,0.921,7,0,2009,2147157,690
445,Fred Couples,54.0,70.664,297.5,55.91,67.08,-0.342,0.81,0.468,4,0,2009,1197971,709
446,Freddie Jacobson,83.0,70.617,284.1,58.78,63.31,0.516,-0.122,0.395,3,0,2009,1189995,1087
447,Gary Woodland,53.0,71.839,307.3,53.06,65.13,-0.541,-0.744,-1.285,0,0,2009,121031,68
448,Geoff Ogilvy,78.0,70.316,291.5,58.4,64.27,0.493,0.568,1.06,5,2,2009,3866270,713
449,George McNeill,82.0,70.228,292.0,60.5,63.68,0.408,0.294,0.702,3,0,2009,1439220,480
450,Glen Day,79.0,71.449,275.0,69.95,66.59,-0.35,-0.335,-0.685,0,0,2009,445720,273
451,Greg Chalmers,85.0,70.507,284.2,63.74,65.51,0.698,-0.289,0.409,2,0,2009,1058286,696
452,Greg Kraft,51.0,72.654,273.1,63.58,62.65,-0.471,-1.038,-1.509,0,0,2009,156686,112
453,Greg Owen,97.0,70.711,292.1,67.31,70.41,-0.439,0.676,0.237,1,0,2009,763517,756
454,Harrison Frazar,93.0,70.538,301.0,54.32,65.67,0.322,-0.012,0.311,1,0,2009,738615,483
455,Heath Slocum,95.0,70.612,287.0,71.99,67.58,-0.426,0.523,0.097,4,1,2009,2195565,1855
456,Hunter Mahan,94.0,69.691,297.0,65.19,68.36,0.41,0.845,1.255,6,0,2009,2941349,515
457,Ian Poulter,59.0,70.101,282.8,65.18,61.01,0.094,1.112,1.206,5,0,2009,2431001,1532
458,J.B. Holmes,74.0,71.523,304.6,48.02,61.19,-0.73,0.276,-0.453,2,0,2009,1219534,843
459,J.J. Henry,97.0,70.362,293.7,61.3,68.1,0.114,0.238,0.352,3,0,2009,1161641,709
460,James Nitties,86.0,70.637,291.5,62.62,63.35,0.238,-0.156,0.082,2,0,2009,931532,560
461,Jarrod Lyle,65.0,71.423,287.3,61.59,65.11,-0.415,-0.168,-0.584,1,0,2009,275195,180
462,Jason Bohn,88.0,70.847,285.1,70.45,69.63,-0.381,0.679,0.298,2,0,2009,1159936,876
463,Jason Day,61.0,70.132,295.3,60.22,64.78,0.5,0.37,0.871,2,0,2009,1251219,1213
464,Jason Dufner,90.0,70.307,286.2,67.28,66.93,-0.028,0.652,0.624,6,0,2009,2190792,855
465,Jason Gore,74.0,71.693,290.7,66.15,65.62,-0.617,0.0,-0.618,2,0,2009,408811,197
466,Jay Williamson,69.0,71.458,283.5,69.61,70.49,-0.895,0.158,-0.737,0,0,2009,240574,172
467,Jeff Klauk,97.0,70.777,280.9,71.19,66.37,0.453,-0.153,0.3,3,0,2009,1243696,645
468,Jeff Maggert,79.0,71.169,288.9,68.31,68.21,-0.3,0.053,-0.247,2,0,2009,651384,363
469,Jeff Overton,92.0,70.72,293.9,53.87,61.43,0.125,-0.047,0.078,3,0,2009,1193346,880
470,Jeff Quinney,78.0,71.415,273.4,67.68,63.39,0.217,-0.45,-0.233,2,0,2009,718950,425
471,Jerry Kelly,90.0,70.119,284.7,64.8,64.63,0.327,0.453,0.78,6,1,2009,2562648,570
472,Jim Furyk,86.0,69.477,279.9,69.66,65.53,0.715,0.975,1.69,11,0,2009,3946515,2438
473,Jimmy Walker,74.0,71.379,291.0,53.59,63.24,-0.103,-0.067,-0.17,2,0,2009,662683,284
474,Joe Durant,62.0,71.25,279.5,74.09,70.58,-0.779,0.475,-0.304,1,0,2009,250720,206
475,Joe Ogilvie,85.0,70.992,291.4,57.52,62.32,0.546,-0.455,0.091,1,0,2009,613700,377
476,John Mallinger,90.0,70.73,279.1,68.82,64.79,0.08,0.278,0.358,4,0,2009,1717140,1037
477,John Merrick,91.0,70.936,296.9,61.47,64.93,-0.016,-0.248,-0.264,4,0,2009,1438892,762
478,John Rollins,92.0,71.243,296.5,65.85,64.2,-0.001,0.012,0.011,4,1,2009,2269475,1266
479,John Senden,100.0,70.057,294.2,64.83,70.89,0.038,1.021,1.06,7,0,2009,2305492,560
480,Johnson Wagner,81.0,71.312,288.4,64.42,65.64,0.04,-0.179,-0.139,1,0,2009,434571,268
481,Jonathan Byrd,89.0,70.662,295.9,66.3,70.59,-0.434,1.067,0.633,2,0,2009,1316771,888
482,Justin Leonard,95.0,70.094,283.5,68.81,67.03,0.087,0.865,0.951,6,0,2009,2232378,1371
483,Justin Rose,71.0,70.389,288.1,64.8,65.95,0.111,0.395,0.506,2,0,2009,1125518,704
484,K.J. Choi,65.0,71.205,280.1,67.67,66.06,-0.051,0.214,0.163,1,0,2009,968506,492
485,Ken Duke,87.0,71.596,283.1,62.51,63.09,-0.475,0.06,-0.414,0,0,2009,382826,352
486,Kenny Perry,92.0,69.789,293.1,67.01,67.34,0.268,0.938,1.206,8,2,2009,4445562,1450
487,Kent Jones,73.0,71.489,281.3,69.28,65.56,-0.145,-0.539,-0.684,1,0,2009,301879,162
488,Kevin Na,91.0,70.128,282.7,63.41,64.24,0.477,0.462,0.938,9,0,2009,2724825,545
489,Kevin Stadler,65.0,70.732,290.3,62.3,66.86,-0.239,0.377,0.138,1,0,2009,925514,557
